Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.435,0.325,0.11,WW2,MW1,0.0985,0.155,Age2
F,0.515,0.415,0.14,WW2,MW2,0.152,0.2,Age2
I,0.44,0.345,0.12,WW2,MW1,0.083,0.11,Age2
F,0.525,0.44,0.15,WW3,MW2,0.1985,0.24,Age2
M,0.45,0.355,0.115,WW2,MW1,0.1045,0.15,Age2
M,0.59,0.485,0.12,WW3,MW2,0.182,0.29,Age3
M,0.555,0.45,0.145,WW3,MW2,0.246,0.285,Age2
M,0.57,0.44,0.095,WW3,MW2,0.2215,0.235,Age2
M,0.59,0.5,0.165,WW3,MW2,0.2425,0.34,Age3
M,0.585,0.475,0.12,WW3,MW2,0.2115,0.28,Age3
F,0.58,0.46,0.12,WW3,MW2,0.2385,0.28,Age2
M,0.545,0.44,0.12,WW3,MW2,0.1715,0.24,Age2
F,0.605,0.495,0.17,WW3,MW3,0.2465,0.39,Age3
F,0.62,0.47,0.14,WW3,MW2,0.224,0.36,Age3
F,0.63,0.5,0.17,WW3,MW3,0.267,0.4,Age4
M,0.63,0.515,0.165,WW3,MW2,0.349,0.45,Age4
F,0.63,0.5,0.155,WW3,MW2,0.199,0.36,Age3
M,0.545,0.41,0.14,WW2,MW1,0.16,0.235,Age3
F,0.67,0.54,0.165,WW4,MW3,0.358,0.505,Age3
I,0.49,0.38,0.12,WW2,MW1,0.139,0.155,Age2
F,0.49,0.39,0.135,WW2,MW2,0.123,0.2,Age3
I,0.29,0.225,0.07,WW1,MW1,0.0235,0.035,Age2
I,0.26,0.2,0.07,WW1,MW1,0.02,0.03,Age2
M,0.58,0.45,0.175,WW3,MW2,0.203,0.32,Age3
F,0.61,0.485,0.165,WW3,MW2,0.2435,0.33,Age4
M,0.6,0.5,0.16,WW3,MW2,0.1735,0.33,Age4
F,0.56,0.455,0.125,WW3,MW2,0.129,0.375,Age4
F,0.575,0.45,0.17,WW3,MW2,0.1705,0.385,Age4
F,0.57,0.45,0.175,WW3,MW2,0.1665,0.295,Age4
M,0.6,0.47,0.155,WW3,MW2,0.196,0.325,Age4
M,0.565,0.455,0.17,WW3,MW2,0.156,0.32,Age4
M,0.545,0.42,0.14,WW3,MW2,0.13,0.255,Age4
I,0.44,0.345,0.1,WW2,MW1,0.0905,0.12,Age3
M,0.5,0.41,0.15,WW2,MW2,0.137,0.22,Age2
I,0.36,0.275,0.095,WW1,MW1,0.0435,0.09,Age2
I,0.385,0.305,0.095,WW1,MW1,0.055,0.09,Age3
M,0.39,0.3,0.09,WW2,MW1,0.0645,0.085,Age2
M,0.5,0.415,0.165,WW2,MW2,0.138,0.25,Age3
I,0.36,0.275,0.11,WW1,MW1,0.0525,0.085,Age2
I,0.335,0.26,0.1,WW1,MW1,0.0585,0.07,Age2
F,0.505,0.425,0.14,WW3,MW2,0.1625,0.285,Age4
I,0.395,0.295,0.1,WW1,MW1,0.0325,0.085,Age2
F,0.41,0.325,0.105,WW2,MW1,0.077,0.12,Age2
F,0.56,0.455,0.19,WW2,MW2,0.129,0.275,Age2
M,0.565,0.435,0.185,WW3,MW2,0.136,0.39,Age3
M,0.565,0.455,0.185,WW3,MW2,0.1575,0.375,Age3
M,0.605,0.5,0.175,WW3,MW2,0.232,0.375,Age2
F,0.565,0.455,0.15,WW3,MW2,0.159,0.26,Age4
M,0.725,0.565,0.215,WW4,MW3,0.4725,0.58,Age3
F,0.675,0.535,0.16,WW3,MW3,0.3175,0.42,Age3
F,0.665,0.555,0.195,WW3,MW3,0.354,0.36,Age4
F,0.565,0.49,0.155,WW3,MW2,0.2195,0.255,Age2
F,0.645,0.55,0.175,WW3,MW3,0.3045,0.33,Age3
M,0.575,0.47,0.14,WW3,MW2,0.1735,0.24,Age2
F,0.64,0.54,0.175,WW3,MW3,0.259,0.39,Age3
I,0.36,0.28,0.105,WW1,MW1,0.045,0.08,Age2
I,0.415,0.31,0.11,WW2,MW1,0.057,0.0995,Age2
F,0.525,0.41,0.135,WW2,MW2,0.1525,0.235,Age2
M,0.38,0.285,0.1,WW1,MW1,0.061,0.075,Age2
F,0.585,0.465,0.17,WW3,MW2,0.224,0.265,Age2
I,0.24,0.185,0.07,WW1,MW1,0.018,0.025,Age2
I,0.22,0.165,0.055,WW1,MW1,0.012,0.02,Age2
I,0.255,0.195,0.07,WW1,MW1,0.02,0.025,Age2
I,0.175,0.125,0.05,WW1,MW1,0.0035,0.008,Age2
F,0.67,0.55,0.19,WW3,MW3,0.3035,0.4,Age2
M,0.655,0.53,0.195,WW3,MW3,0.2735,0.41,Age3
F,0.68,0.55,0.21,WW4,MW3,0.305,0.625,Age4
M,0.675,0.555,0.2,WW3,MW3,0.2665,0.465,Age4
F,0.53,0.44,0.135,WW3,MW2,0.1715,0.2185,Age2
F,0.515,0.405,0.12,WW2,MW2,0.1405,0.177,Age2
I,0.43,0.34,0.12,WW2,MW1,0.0645,0.1045,Age2
F,0.52,0.405,0.12,WW2,MW2,0.1415,0.181,Age2
F,0.545,0.415,0.16,WW3,MW2,0.1455,0.2765,Age2
M,0.53,0.415,0.175,WW3,MW2,0.1395,0.2645,Age4
F,0.465,0.35,0.115,WW2,MW1,0.091,0.1345,Age2
M,0.665,0.54,0.175,WW3,MW2,0.254,0.415,Age4
M,0.735,0.59,0.225,WW4,MW3,0.3405,0.58,Age4
M,0.66,0.545,0.185,WW3,MW3,0.2635,0.455,Age3
F,0.7,0.585,0.185,WW4,MW3,0.3215,0.475,Age6
M,0.575,0.4,0.155,WW3,MW2,0.2445,0.3,Age4
M,0.57,0.465,0.125,WW3,MW2,0.1765,0.24,Age3
F,0.58,0.46,0.15,WW3,MW2,0.212,0.26,Age4
M,0.63,0.48,0.145,WW3,MW2,0.237,0.305,Age2
F,0.585,0.465,0.14,WW3,MW2,0.1615,0.315,Age3
M,0.55,0.45,0.13,WW3,MW2,0.2385,0.29,Age2
F,0.625,0.515,0.15,WW3,MW3,0.3065,0.36,Age3
M,0.54,0.42,0.135,WW3,MW2,0.1795,0.235,Age2
F,0.57,0.455,0.165,WW3,MW2,0.2195,0.285,Age3
M,0.59,0.455,0.145,WW3,MW2,0.19,0.285,Age3
M,0.58,0.46,0.13,WW3,MW2,0.181,0.29,Age3
F,0.655,0.51,0.155,WW3,MW3,0.2855,0.41,Age2
M,0.655,0.53,0.175,WW3,MW2,0.2635,0.415,Age3
M,0.625,0.5,0.195,WW3,MW3,0.2185,0.37,Age4
F,0.625,0.5,0.15,WW3,MW2,0.2235,0.305,Age3
F,0.64,0.52,0.175,WW3,MW2,0.2595,0.48,Age2
F,0.605,0.485,0.165,WW3,MW2,0.209,0.3,Age4
F,0.615,0.525,0.155,WW3,MW2,0.2315,0.345,Age2
M,0.555,0.45,0.175,WW3,MW2,0.202,0.305,Age2
F,0.58,0.44,0.18,WW3,MW2,0.1635,0.245,Age2
F,0.62,0.52,0.225,WW3,MW2,0.27,0.395,Age5
F,0.62,0.47,0.225,WW3,MW2,0.2145,0.36,Age3
F,0.6,0.505,0.19,WW3,MW2,0.256,0.36,Age3
F,0.625,0.485,0.19,WW3,MW2,0.2305,0.42,Age4
M,0.6,0.47,0.175,WW3,MW2,0.247,0.315,Age3
M,0.56,0.46,0.235,WW3,MW2,0.157,0.305,Age2
M,0.585,0.455,0.225,WW3,MW2,0.221,0.365,Age3
M,0.56,0.435,0.18,WW3,MW2,0.204,0.25,Age2
I,0.56,0.445,0.155,WW3,MW2,0.209,0.275,Age3
I,0.68,0.53,0.185,WW3,MW2,0.245,0.34,Age2
F,0.455,0.35,0.14,WW2,MW1,0.1265,0.135,Age2
F,0.49,0.38,0.145,WW2,MW2,0.181,0.21,Age2
M,0.31,0.22,0.085,WW1,MW1,0.0365,0.045,Age2
F,0.275,0.195,0.07,WW1,MW1,0.0215,0.025,Age2
M,0.27,0.195,0.08,WW1,MW1,0.0195,0.03,Age2
M,0.4,0.29,0.115,WW1,MW1,0.0575,0.075,Age2
M,0.28,0.2,0.08,WW1,MW1,0.0215,0.03,Age2
M,0.325,0.23,0.09,WW1,MW1,0.034,0.045,Age1
F,0.345,0.25,0.09,WW1,MW1,0.059,0.055,Age2
M,0.21,0.15,0.05,WW1,MW1,0.0085,0.01,Age1
F,0.36,0.27,0.09,WW1,MW1,0.0385,0.055,Age2
I,0.365,0.26,0.115,WW1,MW1,0.0445,0.07,Age2
M,0.2,0.14,0.055,WW1,MW1,0.008,0.01,Age2
M,0.235,0.16,0.06,WW1,MW1,0.0095,0.015,Age1
M,0.175,0.125,0.04,WW1,MW1,0.006,0.005,Age1
M,0.155,0.11,0.04,WW1,MW1,0.003,0.005,Age1
F,0.57,0.445,0.155,WW3,MW2,0.159,0.235,Age3
F,0.57,0.45,0.16,WW3,MW2,0.255,0.26,Age2
M,0.385,0.3,0.095,WW1,MW1,0.059,0.085,Age2
I,0.53,0.42,0.185,WW3,MW2,0.156,0.205,Age4
F,0.46,0.355,0.13,WW2,MW1,0.1055,0.13,Age3
I,0.47,0.37,0.12,WW2,MW1,0.1055,0.155,Age2
F,0.435,0.335,0.11,WW2,MW1,0.086,0.11,Age2
I,0.47,0.37,0.14,WW2,MW1,0.1225,0.145,Age2
I,0.465,0.38,0.13,WW2,MW1,0.08,0.155,Age2
I,0.52,0.405,0.14,WW2,MW1,0.145,0.179,Age2
M,0.29,0.23,0.075,WW1,MW1,0.0255,0.04,Age2
M,0.275,0.205,0.07,WW1,MW1,0.02,0.0325,Age2
F,0.375,0.29,0.115,WW1,MW1,0.066,0.0885,Age2
F,0.5,0.375,0.14,WW2,MW2,0.1415,0.179,Age3
F,0.44,0.355,0.115,WW2,MW1,0.0925,0.131,Age2
M,0.42,0.325,0.115,WW1,MW1,0.057,0.1135,Age3
M,0.445,0.35,0.115,WW2,MW1,0.0695,0.117,Age2
F,0.38,0.29,0.105,WW1,MW1,0.051,0.085,Age2
M,0.32,0.245,0.075,WW1,MW1,0.038,0.049,Age2
M,0.255,0.195,0.065,WW1,MW1,0.018,0.027,Age2
M,0.205,0.155,0.045,WW1,MW1,0.0055,0.0155,Age2
F,0.565,0.45,0.16,WW3,MW2,0.1555,0.23,Age2
I,0.555,0.425,0.18,WW3,MW2,0.2005,0.255,Age2
I,0.65,0.515,0.16,WW3,MW2,0.203,0.33,Age4
I,0.615,0.49,0.155,WW3,MW2,0.195,0.345,Age3
I,0.56,0.44,0.165,WW3,MW2,0.1735,0.25,Age2
I,0.48,0.37,0.12,WW2,MW1,0.131,0.155,Age3
I,0.485,0.39,0.125,WW2,MW2,0.141,0.12,Age2
I,0.5,0.385,0.15,WW2,MW2,0.1665,0.16,Age2
I,0.525,0.405,0.15,WW3,MW2,0.205,0.255,Age3
F,0.66,0.5,0.165,WW3,MW2,0.298,0.37,Age2
F,0.66,0.53,0.17,WW3,MW3,0.2625,0.44,Age3
I,0.52,0.4,0.145,WW2,MW2,0.1055,0.22,Age3
F,0.44,0.34,0.105,WW2,MW1,0.0805,0.1175,Age2
I,0.515,0.4,0.12,WW2,MW2,0.179,0.17,Age3
F,0.475,0.35,0.115,WW2,MW1,0.092,0.155,Age2
F,0.545,0.415,0.15,WW3,MW2,0.163,0.2185,Age2
F,0.47,0.355,0.13,WW2,MW1,0.126,0.185,Age3
M,0.35,0.255,0.065,WW1,MW1,0.0385,0.06,Age2
I,0.485,0.355,0.13,WW2,MW2,0.132,0.168,Age2
I,0.435,0.33,0.125,WW2,MW1,0.1055,0.096,Age2
M,0.28,0.21,0.08,WW1,MW1,0.0265,0.0345,Age2
F,0.41,0.32,0.115,WW2,MW1,0.1005,0.0985,Age2
I,0.45,0.35,0.14,WW2,MW1,0.109,0.1275,Age3
I,0.45,0.345,0.135,WW2,MW1,0.0875,0.1175,Age3
F,0.59,0.455,0.155,WW3,MW2,0.2275,0.415,Age4
F,0.57,0.44,0.14,WW3,MW2,0.201,0.305,Age4
I,0.61,0.475,0.15,WW3,MW2,0.2,0.345,Age2
F,0.61,0.475,0.14,WW3,MW3,0.2355,0.35,Age2
I,0.56,0.425,0.14,WW3,MW2,0.1975,0.26,Age2
F,0.585,0.435,0.175,WW3,MW2,0.2495,0.27,Age2
I,0.58,0.445,0.15,WW3,MW2,0.209,0.255,Age2
F,0.63,0.48,0.175,WW3,MW2,0.3035,0.515,Age4
F,0.625,0.49,0.175,WW3,MW3,0.247,0.365,Age2
I,0.55,0.425,0.15,WW3,MW2,0.171,0.245,Age3
F,0.645,0.525,0.19,WW4,MW3,0.3435,0.435,Age4
I,0.46,0.355,0.14,WW2,MW1,0.133,0.115,Age3
F,0.41,0.305,0.1,WW2,MW1,0.065,0.11,Age2
I,0.495,0.39,0.125,WW2,MW2,0.162,0.2,Age2
I,0.52,0.425,0.17,WW2,MW2,0.174,0.195,Age2
F,0.55,0.41,0.145,WW3,MW2,0.1905,0.25,Age3
M,0.45,0.335,0.14,WW2,MW1,0.076,0.15,Age3
F,0.405,0.31,0.12,WW2,MW1,0.058,0.095,Age3
I,0.51,0.4,0.15,WW3,MW2,0.1675,0.235,Age3
F,0.37,0.29,0.115,WW1,MW1,0.057,0.075,Age2
I,0.525,0.41,0.175,WW3,MW2,0.207,0.205,Age4
F,0.66,0.52,0.18,WW4,MW3,0.2975,0.42,Age4
M,0.535,0.42,0.15,WW2,MW2,0.153,0.24,Age2
I,0.575,0.455,0.18,WW3,MW2,0.1825,0.3,Age3
F,0.55,0.43,0.14,WW2,MW2,0.186,0.225,Age2
I,0.605,0.47,0.14,WW3,MW2,0.201,0.32,Age3
I,0.605,0.495,0.145,WW3,MW2,0.2255,0.36,Age2
F,0.56,0.445,0.195,WW3,MW2,0.2245,0.335,Age3
I,0.535,0.42,0.145,WW3,MW2,0.1965,0.25,Age4
F,0.385,0.315,0.11,WW1,MW1,0.0635,0.0835,Age2
F,0.39,0.3,0.1,WW1,MW1,0.06,0.0865,Age3
I,0.47,0.345,0.115,WW2,MW1,0.108,0.166,Age2
I,0.515,0.39,0.14,WW2,MW1,0.1135,0.2235,Age2
I,0.425,0.345,0.125,WW2,MW1,0.0795,0.154,Age3
M,0.345,0.27,0.09,WW1,MW1,0.0455,0.059,Age2
I,0.485,0.37,0.13,WW2,MW1,0.113,0.136,Age2
M,0.37,0.285,0.1,WW1,MW1,0.0675,0.081,Age2
M,0.35,0.265,0.09,WW1,MW1,0.042,0.068,Age2
F,0.44,0.345,0.17,WW2,MW1,0.0825,0.1515,Age2
M,0.195,0.145,0.05,WW1,MW1,0.008,0.012,Age1
M,0.325,0.24,0.075,WW1,MW1,0.0355,0.06,Age2
I,0.495,0.37,0.125,WW2,MW1,0.0705,0.169,Age4
I,0.45,0.35,0.145,WW2,MW1,0.1,0.1655,Age3
M,0.415,0.345,0.135,WW2,MW1,0.07,0.148,Age3
F,0.47,0.355,0.14,WW2,MW1,0.095,0.152,Age2
M,0.32,0.24,0.085,WW1,MW1,0.047,0.049,Age2
M,0.31,0.225,0.075,WW1,MW1,0.0335,0.044,Age2
M,0.235,0.17,0.055,WW1,MW1,0.0105,0.0195,Age2
M,0.345,0.255,0.08,WW1,MW1,0.0425,0.054,Age2
I,0.485,0.38,0.14,WW2,MW1,0.13,0.195,Age4
F,0.5,0.385,0.115,WW2,MW2,0.138,0.195,Age2
F,0.5,0.385,0.105,WW2,MW1,0.1095,0.17,Age4
I,0.465,0.36,0.105,WW2,MW1,0.116,0.14,Age3
F,0.525,0.405,0.16,WW2,MW2,0.1125,0.225,Age2
F,0.425,0.335,0.095,WW2,MW1,0.061,0.125,Age2
F,0.38,0.305,0.095,WW1,MW1,0.0525,0.09,Age2
I,0.53,0.415,0.145,WW3,MW2,0.185,0.265,Age4
M,0.34,0.265,0.085,WW1,MW1,0.046,0.065,Age2
I,0.475,0.365,0.115,WW2,MW1,0.1235,0.1335,Age2
F,0.43,0.34,0.12,WW2,MW1,0.095,0.1405,Age2
M,0.46,0.365,0.125,WW2,MW1,0.0945,0.158,Age2
I,0.47,0.36,0.13,WW2,MW1,0.1065,0.165,Age2
M,0.36,0.295,0.1,WW1,MW1,0.0525,0.075,Age2
M,0.355,0.265,0.09,WW1,MW1,0.041,0.063,Age2
M,0.38,0.235,0.1,WW1,MW1,0.054,0.08,Age2
M,0.355,0.26,0.085,WW1,MW1,0.0485,0.055,Age2
I,0.44,0.345,0.12,WW2,MW1,0.108,0.16,Age3
F,0.51,0.4,0.13,WW2,MW1,0.1365,0.195,Age3
M,0.325,0.24,0.085,WW1,MW1,0.038,0.05,Age2
I,0.62,0.485,0.18,WW3,MW2,0.2655,0.39,Age3
F,0.59,0.45,0.16,WW3,MW2,0.156,0.315,Age4
M,0.33,0.255,0.095,WW1,MW1,0.045,0.06,Age2
M,0.45,0.34,0.13,WW2,MW1,0.0795,0.105,Age2
I,0.445,0.33,0.12,WW2,MW1,0.084,0.105,Age2
M,0.33,0.215,0.075,WW1,MW1,0.0265,0.035,Age2
M,0.48,0.375,0.145,WW3,MW1,0.13,0.17,Age2
I,0.46,0.35,0.12,WW2,MW1,0.105,0.155,Age2
F,0.475,0.36,0.125,WW2,MW1,0.081,0.14,Age2
M,0.255,0.18,0.065,WW1,MW1,0.014,0.025,Age2
I,0.335,0.245,0.09,WW1,MW1,0.04,0.06,Age2
I,0.47,0.35,0.13,WW2,MW1,0.099,0.145,Age2
M,0.31,0.225,0.08,WW1,MW1,0.024,0.05,Age2
F,0.37,0.28,0.11,WW1,MW1,0.0465,0.075,Age2
M,0.295,0.215,0.075,WW1,MW1,0.0295,0.04,Age2
F,0.555,0.435,0.165,WW3,MW2,0.2315,0.295,Age4
F,0.615,0.515,0.17,WW3,MW2,0.2245,0.42,Age3
I,0.58,0.49,0.195,WW3,MW3,0.254,0.41,Age4
F,0.585,0.475,0.185,WW3,MW2,0.1615,0.33,Age2
I,0.65,0.525,0.18,WW4,MW3,0.3445,0.53,Age4
I,0.535,0.45,0.17,WW3,MW2,0.1555,0.295,Age2
F,0.415,0.34,0.13,WW2,MW1,0.0885,0.12,Age2
F,0.38,0.305,0.105,WW1,MW1,0.0615,0.09,Age2
I,0.45,0.355,0.12,WW2,MW1,0.0665,0.16,Age4
F,0.395,0.295,0.095,WW1,MW1,0.054,0.08,Age2
M,0.455,0.35,0.12,WW2,MW1,0.144,0.16,Age2
F,0.485,0.38,0.15,WW2,MW1,0.14,0.18,Age3
M,0.55,0.425,0.155,WW3,MW2,0.243,0.335,Age3
F,0.45,0.35,0.145,WW2,MW1,0.123,0.175,Age3
M,0.475,0.385,0.145,WW2,MW2,0.108,0.215,Age3
F,0.5,0.38,0.155,WW2,MW2,0.143,0.205,Age4
F,0.53,0.41,0.165,WW3,MW2,0.169,0.24,Age4
M,0.49,0.39,0.15,WW2,MW1,0.124,0.17,Age4
F,0.49,0.385,0.15,WW3,MW2,0.14,0.24,Age5
F,0.52,0.395,0.18,WW2,MW1,0.11,0.245,Age4
M,0.54,0.415,0.145,WW3,MW2,0.168,0.245,Age2
F,0.5,0.375,0.115,WW2,MW1,0.148,0.19,Age2
F,0.45,0.38,0.165,WW3,MW2,0.1915,0.265,Age5
F,0.37,0.275,0.1,WW1,MW1,0.026,0.08,Age2
I,0.37,0.275,0.1,WW1,MW1,0.0465,0.07,Age2
M,0.485,0.37,0.14,WW2,MW1,0.1415,0.175,Age2
F,0.435,0.325,0.115,WW2,MW1,0.094,0.12,Age2
M,0.535,0.405,0.185,WW3,MW2,0.1725,0.29,Age3
M,0.51,0.4,0.14,WW2,MW2,0.1665,0.185,Age2
M,0.565,0.44,0.185,WW3,MW2,0.2325,0.255,Age3
F,0.535,0.4,0.15,WW3,MW2,0.2125,0.21,Age3
F,0.535,0.405,0.125,WW3,MW2,0.1425,0.345,Age3
M,0.525,0.4,0.17,WW3,MW2,0.2055,0.195,Age2
M,0.59,0.44,0.15,WW3,MW2,0.2425,0.295,Age2
M,0.5,0.375,0.15,WW2,MW2,0.145,0.19,Age2
I,0.255,0.19,0.075,WW1,MW1,0.0205,0.025,Age2
F,0.43,0.325,0.115,WW2,MW1,0.1065,0.11,Age2
M,0.38,0.29,0.12,WW1,MW1,0.0655,0.085,Age2
I,0.165,0.11,0.02,WW1,MW1,0.0025,0.005,Age1
I,0.315,0.23,0.09,WW1,MW1,0.04,0.04,Age2
I,0.155,0.105,0.05,WW1,MW1,0.0035,0.005,Age1
M,0.28,0.205,0.1,WW1,MW1,0.0285,0.03,Age2
F,0.43,0.335,0.12,WW2,MW1,0.1145,0.14,Age3
F,0.395,0.315,0.105,WW2,MW1,0.091,0.1195,Age3
M,0.385,0.285,0.105,WW1,MW1,0.0685,0.0875,Age2
F,0.48,0.385,0.135,WW2,MW1,0.142,0.173,Age3
F,0.445,0.33,0.105,WW2,MW1,0.103,0.123,Age2
M,0.395,0.295,0.115,WW2,MW1,0.0595,0.1105,Age2
M,0.4,0.3,0.125,WW2,MW1,0.09,0.1175,Age2
M,0.415,0.325,0.14,WW2,MW1,0.1015,0.144,Age2
M,0.315,0.25,0.09,WW1,MW1,0.037,0.0795,Age2
F,0.345,0.26,0.09,WW1,MW1,0.0435,0.0765,Age2
M,0.36,0.295,0.13,WW1,MW1,0.057,0.1005,Age2
I,0.295,0.225,0.09,WW1,MW1,0.0245,0.032,Age2
I,0.325,0.25,0.08,WW1,MW1,0.0355,0.063,Age2
M,0.375,0.3,0.1,WW1,MW1,0.0475,0.083,Age2
I,0.28,0.205,0.055,WW1,MW1,0.0275,0.0335,Age2
M,0.355,0.265,0.085,WW1,MW1,0.053,0.0695,Age2
M,0.35,0.255,0.08,WW1,MW1,0.0385,0.063,Age2
I,0.275,0.2,0.065,WW1,MW1,0.0205,0.03,Age2
I,0.29,0.205,0.07,WW1,MW1,0.019,0.035,Age2
I,0.25,0.19,0.06,WW1,MW1,0.0115,0.0245,Age2
I,0.18,0.125,0.035,WW1,MW1,0.0055,0.0085,Age1
I,0.15,0.1,0.025,WW1,MW1,0.004,0.005,Age1
I,0.16,0.11,0.025,WW1,MW1,0.0055,0.005,Age1
M,0.555,0.455,0.16,WW3,MW2,0.228,0.293,Age3
M,0.555,0.44,0.15,WW3,MW2,0.212,0.4405,Age3
M,0.525,0.41,0.13,WW3,MW2,0.243,0.295,Age3
M,0.465,0.36,0.08,WW2,MW1,0.125,0.155,Age2
F,0.49,0.36,0.11,WW2,MW1,0.107,0.195,Age4
M,0.4,0.305,0.085,WW2,MW1,0.0705,0.1,Age2
F,0.48,0.375,0.105,WW2,MW1,0.1195,0.155,Age2
M,0.505,0.4,0.125,WW3,MW2,0.159,0.255,Age3
F,0.52,0.4,0.12,WW2,MW2,0.2015,0.165,Age3
M,0.525,0.4,0.13,WW3,MW2,0.1825,0.275,Age2
M,0.545,0.42,0.13,WW3,MW2,0.1695,0.23,Age3
M,0.52,0.4,0.12,WW3,MW2,0.1805,0.265,Age3
M,0.505,0.38,0.13,WW2,MW1,0.1785,0.22,Age3
M,0.525,0.425,0.12,WW3,MW2,0.176,0.29,Age4
M,0.51,0.39,0.125,WW2,MW2,0.1835,0.175,Age2
M,0.52,0.385,0.115,WW2,MW2,0.172,0.205,Age2
F,0.52,0.405,0.125,WW2,MW2,0.1735,0.21,Age2
M,0.535,0.41,0.135,WW3,MW2,0.1525,0.32,Age3
M,0.445,0.345,0.09,WW2,MW1,0.074,0.125,Age2
M,0.53,0.44,0.205,WW3,MW2,0.2175,0.245,Age3
F,0.36,0.265,0.09,WW1,MW1,0.057,0.06,Age2
F,0.535,0.42,0.15,WW3,MW2,0.186,0.215,Age3
F,0.52,0.405,0.14,WW3,MW2,0.183,0.26,Age4
M,0.53,0.415,0.13,WW3,MW2,0.1945,0.265,Age4
F,0.53,0.42,0.13,WW3,MW2,0.226,0.265,Age4
F,0.66,0.52,0.2,WW4,MW3,0.4805,0.45,Age4
M,0.52,0.385,0.14,WW2,MW2,0.2035,0.16,Age2
M,0.535,0.42,0.13,WW3,MW2,0.181,0.28,Age3
M,0.695,0.515,0.175,WW4,MW3,0.4105,0.39,Age3
F,0.51,0.39,0.105,WW2,MW1,0.15,0.195,Age3
M,0.485,0.355,0.12,WW2,MW1,0.1615,0.14,Age2
F,0.605,0.46,0.17,WW3,MW2,0.3045,0.315,Age3
F,0.58,0.455,0.165,WW3,MW2,0.3005,0.275,Age3
M,0.65,0.515,0.175,WW4,MW3,0.272,0.525,Age4
M,0.62,0.505,0.185,WW4,MW3,0.368,0.35,Age3
M,0.615,0.525,0.155,WW3,MW2,0.236,0.37,Age4
F,0.605,0.495,0.19,WW3,MW2,0.2655,0.41,Age3
M,0.57,0.44,0.155,WW3,MW2,0.2315,0.27,Age3
M,0.57,0.43,0.12,WW3,MW2,0.167,0.31,Age3
M,0.585,0.405,0.15,WW3,MW2,0.202,0.325,Age3
F,0.55,0.44,0.155,WW3,MW2,0.1825,0.335,Age3
F,0.54,0.44,0.135,WW3,MW2,0.221,0.3,Age4
M,0.64,0.51,0.19,WW4,MW3,0.361,0.47,Age3
F,0.61,0.47,0.145,WW3,MW2,0.296,0.32,Age3
M,0.545,0.45,0.15,WW3,MW2,0.1905,0.3,Age2
F,0.59,0.445,0.13,WW3,MW2,0.234,0.32,Age3
M,0.345,0.27,0.095,WW1,MW1,0.05,0.07,Age2
F,0.55,0.43,0.155,WW3,MW2,0.227,0.233,Age2
F,0.53,0.425,0.17,WW3,MW2,0.2395,0.278,Age4
F,0.53,0.455,0.165,WW3,MW2,0.2815,0.2965,Age2
I,0.485,0.375,0.14,WW2,MW1,0.123,0.17,Age2
M,0.385,0.275,0.115,WW1,MW1,0.0825,0.085,Age2
M,0.455,0.34,0.135,WW2,MW1,0.158,0.12,Age2
M,0.49,0.38,0.14,WW3,MW2,0.167,0.185,Age2
M,0.53,0.41,0.165,WW3,MW1,0.17,0.31,Age2
M,0.505,0.385,0.145,WW2,MW2,0.179,0.2,Age3
M,0.49,0.38,0.14,WW2,MW2,0.142,0.195,Age3
M,0.465,0.35,0.14,WW2,MW1,0.1505,0.19,Age3
F,0.47,0.36,0.145,WW2,MW1,0.1375,0.195,Age3
M,0.56,0.41,0.165,WW3,MW2,0.237,0.3,Age3
M,0.505,0.385,0.15,WW2,MW2,0.152,0.215,Age2
M,0.515,0.435,0.145,WW3,MW2,0.206,0.255,Age2
I,0.385,0.28,0.125,WW1,MW1,0.038,0.085,Age2
I,0.215,0.155,0.06,WW1,MW1,0.0165,0.015,Age2
M,0.55,0.415,0.175,WW3,MW2,0.2325,0.2905,Age3
F,0.515,0.39,0.13,WW2,MW1,0.13,0.1845,Age2
M,0.495,0.385,0.135,WW2,MW1,0.1375,0.262,Age2
F,0.505,0.39,0.16,WW2,MW2,0.2025,0.1635,Age2
F,0.6,0.465,0.165,WW3,MW2,0.246,0.262,Age2
F,0.57,0.465,0.16,WW3,MW2,0.2575,0.263,Age2
F,0.485,0.375,0.135,WW2,MW1,0.1315,0.1685,Age2
M,0.47,0.37,0.18,WW2,MW1,0.1285,0.1625,Age2
M,0.575,0.45,0.165,WW3,MW2,0.225,0.256,Age2
M,0.58,0.465,0.16,WW3,MW2,0.26,0.3635,Age2
M,0.515,0.405,0.145,WW2,MW1,0.1635,0.234,Age3
M,0.53,0.41,0.155,WW2,MW2,0.1685,0.214,Age2
M,0.44,0.335,0.11,WW2,MW1,0.096,0.122,Age2
M,0.52,0.42,0.16,WW3,MW2,0.157,0.2885,Age2
F,0.425,0.345,0.11,WW2,MW1,0.081,0.117,Age2
M,0.46,0.34,0.135,WW2,MW1,0.117,0.185,Age2
M,0.45,0.335,0.125,WW2,MW1,0.1055,0.115,Age2
M,0.425,0.33,0.13,WW2,MW1,0.0935,0.155,Age2
I,0.37,0.275,0.1,WW1,MW1,0.045,0.065,Age2
M,0.515,0.38,0.135,WW2,MW2,0.2095,0.155,Age2
